ID,CHECKING_BALANCE,CREDIT_HISTORY,EXISTING_SAVINGS,EXISTING_CREDITS_COUNT
1023596,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,793.72,2.0
792082,52.56,OUTSTANDING_CREDIT,558.92,1.0
562603,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
219018,42.83,CREDITS_PAID_TO_DATE,92.16,1.0
183664,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,286.02,1.0
515364,-68.23,ALL_CREDITS_PAID_BACK,57.13,1.0
1195163,-199.24,ALL_CREDITS_PAID_BACK,14.74,1.0
738788,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,226.76,2.0
404016,-50.93,CREDITS_PAID_TO_DATE,91.82,2.0
276534,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
395062,0,PRIOR_PAYMENTS_DELAYED,80.85,1.0
1064742,53.96,PRIOR_PAYMENTS_DELAYED,1624.89,2.0
438621,32.58,CREDITS_PAID_TO_DATE,209.79,1.0
878244,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
129514,-35.76,PRIOR_PAYMENTS_DELAYED,71.54,1.0
986564,6612.32,ALL_CREDITS_PAID_BACK,57.89,1.0
1106323,97.58,CREDITS_PAID_TO_DATE,66.89,1.0
633284,55.15,PRIOR_PAYMENTS_DELAYED,382.28,1.0
878953,7882.61,CREDITS_PAID_TO_DATE,369.95,1.0
761247,78.63,CREDITS_PAID_TO_DATE,26.72,1.0
974737,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
511116,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,266.44,1.0
1001543,NO_CHECKING,OUTSTANDING_CREDIT,834.69,1.0
1214371,-902.74,PRIOR_PAYMENTS_DELAYED,80.3,1.0
729988,NO_CHECKING,CREDITS_PAID_TO_DATE,32.57,2.0
789835,NO_CHECKING,CREDITS_PAID_TO_DATE,645.94,2.0
1278062,81.65,ALL_CREDITS_PAID_BACK,36.62,1.0
1008871,109.02,CREDITS_PAID_TO_DATE,838.91,2.0
643242,89.93,CREDITS_PAID_TO_DATE,231.09,2.0
323204,NO_CHECKING,OUTSTANDING_CREDIT,1618.27,2.0
611295,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,753.14,2.0
659927,-458.0,CREDITS_PAID_TO_DATE,42.39,1.0
438262,-161.57,CREDITS_PAID_TO_DATE,11.94,1.0
118382,12535.17,PRIOR_PAYMENTS_DELAYED,344.9,2.0
684262,NO_CHECKING,OUTSTANDING_CREDIT,11937.97,2.0
1269703,9307.82,OUTSTANDING_CREDIT,654.77,2.0
578064,NO_CHECKING,CREDITS_PAID_TO_DATE,493.49,2.0
694596,113.54,CREDITS_PAID_TO_DATE,96.75,2.0
1055892,-48.54,OUTSTANDING_CREDIT,313.35,2.0
1113790,-315.41,PRIOR_PAYMENTS_DELAYED,583.77,2.0
166785,98.07,PRIOR_PAYMENTS_DELAYED,313.23,1.0
496227,0,CREDITS_PAID_TO_DATE,20.59,1.0
423927,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
1078926,-1296.78,PRIOR_PAYMENTS_DELAYED,1926.91,2.0
484874,74.58,CREDITS_PAID_TO_DATE,58.28,1.0
227436,NO_CHECKING,CREDITS_PAID_TO_DATE,403.17,2.0
150672,NO_CHECKING,OUTSTANDING_CREDIT,10101.64,2.0
692674,-348.9,CREDITS_PAID_TO_DATE,138.11,1.0
1161686,NO_CHECKING,CREDITS_PAID_TO_DATE,79.59,1.0
464776,-59.29,CREDITS_PAID_TO_DATE,28.98,1.0
1266616,-52.35,CREDITS_PAID_TO_DATE,62.6,1.0
428995,5809.61,OUTSTANDING_CREDIT,UNKNOWN,2.0
353144,NO_CHECKING,OUTSTANDING_CREDIT,40850.5,1.0
787903,NO_CHECKING,OUTSTANDING_CREDIT,1269.24,2.0
436746,NO_CHECKING,CREDITS_PAID_TO_DATE,6.6,1.0
23303,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,463.33,1.0
1135727,0.5,ALL_CREDITS_PAID_BACK,78.54,
1302395,-1342.33,CREDITS_PAID_TO_DATE,70.96,1.0
282289,-166.4,ALL_CREDITS_PAID_BACK,257.43,1.0
101083,-799.77,CREDITS_PAID_TO_DATE,58.15,1.0
980657,NO_CHECKING,CREDITS_PAID_TO_DATE,UNKNOWN,3.0
789065,NO_CHECKING,OUTSTANDING_CREDIT,1576.95,2.0
112908,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,964.65,2.0
792451,76.64,CREDITS_PAID_TO_DATE,604.19,1.0
1160852,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,349.08,2.0
674859,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,649.07,2.0
164950,NO_CHECKING,CREDITS_PAID_TO_DATE,1576.99,1.0
148272,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,939.08,2.0
1252228,NO_CHECKING,,853.12,2.0
546228,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
882087,-87.88,CREDITS_PAID_TO_DATE,30.37,1.0
470580,-1188.65,CREDITS_PAID_TO_DATE,201.89,1.0
921144,35.87,CREDITS_PAID_TO_DATE,35.72,1.0
313484,8243.55,PRIOR_PAYMENTS_DELAYED,143.69,2.0
592771,94.64,CREDITS_PAID_TO_DATE,74.94,2.0
515038,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
1261728,5707.07,OUTSTANDING_CREDIT,701.53,2.0
983926,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,294.43,1.0
1073459,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,551.99,2.0
875800,48.99,CREDITS_PAID_TO_DATE,428.92,2.0
725494,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,259.63,2.0
485119,NO_CHECKING,,258.78,1.0
1026554,-51.04,PRIOR_PAYMENTS_DELAYED,68.0,1.0
1155907,-615.4,PRIOR_PAYMENTS_DELAYED,22104.81,2.0
48185,157.93,CREDITS_PAID_TO_DATE,698.41,1.0
625488,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,433.69,1.0
246755,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,190.98,2.0
520495,80.84,PRIOR_PAYMENTS_DELAYED,452.09,2.0
869352,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,660.1,1.0
1197071,96.15,CREDITS_PAID_TO_DATE,43.11,1.0
696754,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
461733,NO_CHECKING,OUTSTANDING_CREDIT,1099.11,2.0
3838,54.91,CREDITS_PAID_TO_DATE,96.04,1.0
788250,-216.15,ALL_CREDITS_PAID_BACK,72.49,1.0
1077490,-2531.05,PRIOR_PAYMENTS_DELAYED,716.52,1.0
780254,5708.05,CREDITS_PAID_TO_DATE,96.58,1.0
944095,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
1020167,NO_CHECKING,OUTSTANDING_CREDIT,2853.29,1.0
735668,10390.74,CREDITS_PAID_TO_DATE,239.59,2.0
707101,-163.29,CREDITS_PAID_TO_DATE,77.85,1.0
456363,120.79,CREDITS_PAID_TO_DATE,81.19,1.0
466348,-353.7,CREDITS_PAID_TO_DATE,69.46,1.0
223181,8.21,PRIOR_PAYMENTS_DELAYED,37.42,1.0
75791,185.49,,796.95,2.0
151886,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
581595,66.07,PRIOR_PAYMENTS_DELAYED,96.26,1.0
415770,NO_CHECKING,OUTSTANDING_CREDIT,776.85,1.0
906619,26.2,CREDITS_PAID_TO_DATE,49.24,1.0
1190045,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
229309,NO_CHECKING,CREDITS_PAID_TO_DATE,315.17,2.0
1270694,69.94,PRIOR_PAYMENTS_DELAYED,10.48,1.0
1134284,NO_CHECKING,CREDITS_PAID_TO_DATE,522.86,1.0
981384,-33.47,ALL_CREDITS_PAID_BACK,97.33,1.0
724783,NO_CHECKING,OUTSTANDING_CREDIT,453.41,1.0
1178266,-49.7,PRIOR_PAYMENTS_DELAYED,545.73,2.0
849457,-220.71,CREDITS_PAID_TO_DATE,81.67,1.0
989845,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,275.6,1.0
949507,0,PRIOR_PAYMENTS_DELAYED,134.11,2.0
220454,173.45,OUTSTANDING_CREDIT,UNKNOWN,2.0
1082569,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,894.39,2.0
1116560,-1495.68,PRIOR_PAYMENTS_DELAYED,8.12,2.0
5608,-27.67,ALL_CREDITS_PAID_BACK,397.54,1.0
301827,127.76,CREDITS_PAID_TO_DATE,57.69,1.0
1276795,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,458.74,2.0
277339,NO_CHECKING,CREDITS_PAID_TO_DATE,786.12,2.0
1182652,56.49,PRIOR_PAYMENTS_DELAYED,55.25,1.0
1108118,-848.19,ALL_CREDITS_PAID_BACK,418.94,1.0
1317323,-1814.54,NO_CREDITS,83.97,1.0
1268296,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
619243,NO_CHECKING,CREDITS_PAID_TO_DATE,5353.0,1.0
930532,NO_CHECKING,OUTSTANDING_CREDIT,545.82,3.0
425935,-617.22,CREDITS_PAID_TO_DATE,31.73,1.0
109901,6561.81,CREDITS_PAID_TO_DATE,64.86,1.0
749772,188.04,CREDITS_PAID_TO_DATE,33.95,2.0
726486,-557.27,PRIOR_PAYMENTS_DELAYED,70.78,1.0
1286659,-30.49,CREDITS_PAID_TO_DATE,189.14,1.0
1102941,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
540773,-869.14,ALL_CREDITS_PAID_BACK,36.07,1.0
384884,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,954.17,2.0
20299,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,851.58,2.0
808065,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,27781.01,3.0
449163,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,116.82,1.0
387648,NO_CHECKING,OUTSTANDING_CREDIT,157.41,2.0
1046366,33.2,PRIOR_PAYMENTS_DELAYED,2512.93,3.0
287340,10.29,OUTSTANDING_CREDIT,291.22,2.0
1314629,-91.25,PRIOR_PAYMENTS_DELAYED,3055.76,2.0
335610,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,109.93,2.0
970557,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,989.05,1.0
138770,65.31,ALL_CREDITS_PAID_BACK,48.08,1.0
915837,-51.26,CREDITS_PAID_TO_DATE,52.48,1.0
548464,-87.97,CREDITS_PAID_TO_DATE,75.08,1.0
523869,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,932.63,2.0
230672,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
989782,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,319.01,2.0
455310,118.77,OUTSTANDING_CREDIT,485.31,2.0
574171,117.73,OUTSTANDING_CREDIT,359.55,1.0
787238,NO_CHECKING,OUTSTANDING_CREDIT,621.63,1.0
143965,-214.46,CREDITS_PAID_TO_DATE,62.72,1.0
325552,-292.29,ALL_CREDITS_PAID_BACK,63.79,1.0
1206786,94.06,CREDITS_PAID_TO_DATE,64.61,1.0
1073269,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,514.35,1.0
94931,-39.52,CREDITS_PAID_TO_DATE,,1.0
129290,47.57,CREDITS_PAID_TO_DATE,43.85,2.0
189523,75.14,OUTSTANDING_CREDIT,354.31,2.0
1305223,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,247.31,3.0
1012751,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,551.83,1.0
996334,152.63,OUTSTANDING_CREDIT,115.31,1.0
106243,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,453.59,2.0
121700,-1580.3,PRIOR_PAYMENTS_DELAYED,1815.74,1.0
908596,-108.62,CREDITS_PAID_TO_DATE,711.96,1.0
347449,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,343.59,2.0
115832,-996.62,PRIOR_PAYMENTS_DELAYED,34.28,1.0
877498,-1539.06,ALL_CREDITS_PAID_BACK,61.86,1.0
386244,67.07,PRIOR_PAYMENTS_DELAYED,192.59,2.0
736495,105.14,CREDITS_PAID_TO_DATE,42.84,2.0
562932,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,187.19,2.0
848721,143.04,PRIOR_PAYMENTS_DELAYED,47.19,1.0
796440,-115.75,CREDITS_PAID_TO_DATE,48.94,1.0
829780,NO_CHECKING,OUTSTANDING_CREDIT,992.96,2.0
1090164,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,998.02,2.0
1062591,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,837.22,2.0
1172317,NO_CHECKING,OUTSTANDING_CREDIT,11951.66,1.0
952274,-165.09,ALL_CREDITS_PAID_BACK,56.85,1.0
443742,,PRIOR_PAYMENTS_DELAYED,88.36,1.0
545733,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,532.28,1.0
837109,97.41,CREDITS_PAID_TO_DATE,59.63,1.0
1004598,23.3,OUTSTANDING_CREDIT,446.5,1.0
838525,NO_CHECKING,CREDITS_PAID_TO_DATE,637.62,1.0
95445,-1128.33,PRIOR_PAYMENTS_DELAYED,10.87,1.0
363184,NO_CHECKING,CREDITS_PAID_TO_DATE,121.69,1.0
1154531,-1471.91,CREDITS_PAID_TO_DATE,72.43,1.0
906062,0,CREDITS_PAID_TO_DATE,95.8,1.0
324563,NO_CHECKING,ALL_CREDITS_PAID_BACK,986.6,1.0
1286033,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,874.03,1.0
1111247,-760.7,NO_CREDITS,30.3,1.0
335858,8194.56,OUTSTANDING_CREDIT,213.5,2.0
954020,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,499.84,1.0
497893,-144.02,PRIOR_PAYMENTS_DELAYED,8.26,1.0
286846,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
1074784,-674.76,ALL_CREDITS_PAID_BACK,78.03,1.0
206119,NO_CHECKING,OUTSTANDING_CREDIT,726.38,2.0
906402,-66.31,PRIOR_PAYMENTS_DELAYED,1422.45,1.0
605532,-157.5,PRIOR_PAYMENTS_DELAYED,28.86,1.0
1128238,20104.12,CREDITS_PAID_TO_DATE,6588.83,1.0
1063117,NO_CHECKING,OUTSTANDING_CREDIT,427.06,2.0
896872,-69.44,ALL_CREDITS_PAID_BACK,70.54,2.0
1100356,-128.41,ALL_CREDITS_PAID_BACK,165.35,1.0
528250,-453.76,PRIOR_PAYMENTS_DELAYED,830.02,1.0
347466,8459.4,OUTSTANDING_CREDIT,284.62,1.0
279518,179.54,NO_CREDITS,1.49,1.0
1284080,-297.64,CREDITS_PAID_TO_DATE,43.18,1.0
448970,NO_CHECKING,OUTSTANDING_CREDIT,1588.19,1.0
332510,50.55,CREDITS_PAID_TO_DATE,999.96,2.0
295132,-531.82,CREDITS_PAID_TO_DATE,28.92,1.0
1225129,4.95,CREDITS_PAID_TO_DATE,65.18,2.0
812277,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,331.62,2.0
1035673,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,340.93,2.0
900090,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,219.72,2.0
420223,NO_CHECKING,CREDITS_PAID_TO_DATE,108.18,1.0
635306,-176.39,PRIOR_PAYMENTS_DELAYED,98.55,1.0
1260625,13.75,CREDITS_PAID_TO_DATE,451.76,1.0
1017192,149.78,OUTSTANDING_CREDIT,842.65,2.0
619455,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
907613,-758.45,ALL_CREDITS_PAID_BACK,61.92,2.0
499738,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,1.0
228016,40.04,CREDITS_PAID_TO_DATE,712.39,1.0
500892,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
1205704,-612.77,ALL_CREDITS_PAID_BACK,391.98,2.0
910971,15.13,CREDITS_PAID_TO_DATE,1.81,1.0
934143,55.91,CREDITS_PAID_TO_DATE,690.81,2.0
820994,-822.02,CREDITS_PAID_TO_DATE,84.26,1.0
560161,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,2598.67,2.0
996015,169.2,OUTSTANDING_CREDIT,UNKNOWN,2.0
808008,-16.18,CREDITS_PAID_TO_DATE,63.83,1.0
948470,NO_CHECKING,OUTSTANDING_CREDIT,2108.28,2.0
178372,176.47,CREDITS_PAID_TO_DATE,492.28,1.0
1224880,13.96,PRIOR_PAYMENTS_DELAYED,155.51,2.0
713535,-186.47,CREDITS_PAID_TO_DATE,899.49,2.0
501450,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
692018,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,937.51,2.0
1319170,9641.84,CREDITS_PAID_TO_DATE,72.52,1.0
786086,0,OUTSTANDING_CREDIT,121.53,1.0
923058,115.29,OUTSTANDING_CREDIT,574.73,2.0
142599,84.33,CREDITS_PAID_TO_DATE,80.57,2.0
719884,-101.07,CREDITS_PAID_TO_DATE,27.38,1.0
717632,144.22,CREDITS_PAID_TO_DATE,461.82,2.0
772116,70.24,CREDITS_PAID_TO_DATE,27.05,1.0
1183665,NO_CHECKING,ALL_CREDITS_PAID_BACK,265.16,1.0
418934,-49.72,CREDITS_PAID_TO_DATE,793.16,1.0
563422,-156.8,ALL_CREDITS_PAID_BACK,8.12,1.0
24511,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,1.0
569115,8.86,CREDITS_PAID_TO_DATE,77.28,2.0
794570,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,
273473,-298.39,ALL_CREDITS_PAID_BACK,66.91,1.0
959002,57.81,OUTSTANDING_CREDIT,738.74,2.0
580002,-162.06,PRIOR_PAYMENTS_DELAYED,653.63,2.0
1001312,-235.36,CREDITS_PAID_TO_DATE,0.68,1.0
523689,NO_CHECKING,OUTSTANDING_CREDIT,556.82,2.0
75682,88.92,CREDITS_PAID_TO_DATE,74.29,1.0
602710,64.87,PRIOR_PAYMENTS_DELAYED,75.03,2.0
666275,-361.4,CREDITS_PAID_TO_DATE,1.86,1.0
1024683,179.6,ALL_CREDITS_PAID_BACK,2.22,1.0
11006,-75.42,OUTSTANDING_CREDIT,220.04,1.0
435963,141.54,CREDITS_PAID_TO_DATE,47.63,1.0
47792,114.12,PRIOR_PAYMENTS_DELAYED,28.88,1.0
518531,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,715.32,2.0
212315,NO_CHECKING,OUTSTANDING_CREDIT,26385.56,2.0
845515,NO_CHECKING,ALL_CREDITS_PAID_BACK,41.41,1.0
175414,-82.19,NO_CREDITS,11.25,1.0
219463,NO_CHECKING,,1119.74,1.0
1279024,NO_CHECKING,OUTSTANDING_CREDIT,30675.5,1.0
497467,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
1162953,-193.93,CREDITS_PAID_TO_DATE,72.1,1.0
76870,5907.24,CREDITS_PAID_TO_DATE,556.49,1.0
145182,183.79,PRIOR_PAYMENTS_DELAYED,362.21,2.0
389705,33.36,OUTSTANDING_CREDIT,265.99,2.0
691417,94.88,PRIOR_PAYMENTS_DELAYED,6.83,1.0
991724,198.84,PRIOR_PAYMENTS_DELAYED,1020.7,1.0
846181,-99.48,ALL_CREDITS_PAID_BACK,81.42,1.0
107042,46.61,PRIOR_PAYMENTS_DELAYED,179.62,1.0
498053,46.98,CREDITS_PAID_TO_DATE,730.41,2.0
254912,-379.76,ALL_CREDITS_PAID_BACK,89.31,1.0
1016489,27.72,PRIOR_PAYMENTS_DELAYED,56.31,2.0
193792,114.25,CREDITS_PAID_TO_DATE,41.63,2.0
775926,-274.26,CREDITS_PAID_TO_DATE,12.33,1.0
663009,-155.81,ALL_CREDITS_PAID_BACK,28.92,1.0
299257,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,636.78,2.0
23026,-146.9,NO_CREDITS,78.89,1.0
686866,683.54,CREDITS_PAID_TO_DATE,27.95,1.0
1286758,-2.3,PRIOR_PAYMENTS_DELAYED,900.0,2.0
257629,9.87,PRIOR_PAYMENTS_DELAYED,10.76,1.0
404303,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,355.47,1.0
1048111,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
299153,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
163567,-56.72,ALL_CREDITS_PAID_BACK,320.35,1.0
522047,-277.9,PRIOR_PAYMENTS_DELAYED,49.81,1.0
432229,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,881.39,3.0
1233794,-70.23,PRIOR_PAYMENTS_DELAYED,26581.44,1.0
662064,NO_CHECKING,ALL_CREDITS_PAID_BACK,13.69,1.0
979126,74.05,PRIOR_PAYMENTS_DELAYED,23.1,1.0
588399,0,CREDITS_PAID_TO_DATE,46.67,1.0
645681,90.33,CREDITS_PAID_TO_DATE,529.32,1.0
350626,NO_CHECKING,OUTSTANDING_CREDIT,808.55,1.0
704908,83.33,CREDITS_PAID_TO_DATE,7.13,2.0
505379,NO_CHECKING,CREDITS_PAID_TO_DATE,330.36,1.0
1099622,-41.31,OUTSTANDING_CREDIT,400.9,2.0
736606,NO_CHECKING,ALL_CREDITS_PAID_BACK,803.97,1.0
15830,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,759.43,1.0
1057196,-157.14,NO_CREDITS,49.22,1.0
955864,171.67,PRIOR_PAYMENTS_DELAYED,3190.69,1.0
977738,60.82,OUTSTANDING_CREDIT,210.88,1.0
922878,97.41,ALL_CREDITS_PAID_BACK,914.89,1.0
162978,150.82,CREDITS_PAID_TO_DATE,88.94,1.0
506880,-361.44,CREDITS_PAID_TO_DATE,69.96,1.0
985594,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,186.23,1.0
207504,NO_CHECKING,OUTSTANDING_CREDIT,1581.63,2.0
184421,88.87,CREDITS_PAID_TO_DATE,620.49,1.0
722591,139.05,CREDITS_PAID_TO_DATE,577.07,1.0
469812,39.92,CREDITS_PAID_TO_DATE,82.56,1.0
810387,NO_CHECKING,CREDITS_PAID_TO_DATE,1360.59,2.0
478844,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,983.58,2.0
371927,10144.84,PRIOR_PAYMENTS_DELAYED,36.35,2.0
773770,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,151.43,
27372,NO_CHECKING,OUTSTANDING_CREDIT,268.05,1.0
1062198,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,142.35,2.0
259752,-199.82,CREDITS_PAID_TO_DATE,,1.0
1202006,68.9,CREDITS_PAID_TO_DATE,18.72,1.0
629951,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,428.75,2.0
484951,142.73,CREDITS_PAID_TO_DATE,85.25,1.0
706880,-1143.49,PRIOR_PAYMENTS_DELAYED,885.17,1.0
1020073,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1800.21,2.0
222324,9729.14,OUTSTANDING_CREDIT,50177.31,1.0
913902,-126.62,ALL_CREDITS_PAID_BACK,18.57,1.0
958416,-159.72,ALL_CREDITS_PAID_BACK,62.62,1.0
156320,NO_CHECKING,OUTSTANDING_CREDIT,600.52,2.0
559247,-56.17,CREDITS_PAID_TO_DATE,18.16,1.0
1244836,-1063.51,CREDITS_PAID_TO_DATE,36.59,2.0
832689,-233.64,PRIOR_PAYMENTS_DELAYED,145.14,1.0
1211472,-2141.53,OUTSTANDING_CREDIT,430.69,2.0
2893,NO_CHECKING,OUTSTANDING_CREDIT,695.07,2.0
950863,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,744.61,1.0
982786,101.49,ALL_CREDITS_PAID_BACK,59.51,1.0
293234,-1021.0,CREDITS_PAID_TO_DATE,63.29,2.0
298452,-1251.66,CREDITS_PAID_TO_DATE,79.83,1.0
844996,191.55,PRIOR_PAYMENTS_DELAYED,83.99,1.0
409758,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,537.81,2.0
91701,NO_CHECKING,OUTSTANDING_CREDIT,11954.43,3.0
971580,NO_CHECKING,OUTSTANDING_CREDIT,604.93,2.0
1241072,49.93,CREDITS_PAID_TO_DATE,48.43,2.0
3412,-51.41,ALL_CREDITS_PAID_BACK,71.68,1.0
765047,0,CREDITS_PAID_TO_DATE,671.86,2.0
486228,-144.43,ALL_CREDITS_PAID_BACK,30.44,1.0
1238843,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,431.7,1.0
1134311,-274.66,CREDITS_PAID_TO_DATE,702.35,1.0
230022,-75.92,ALL_CREDITS_PAID_BACK,11.0,1.0
1244297,22.6,ALL_CREDITS_PAID_BACK,35.39,1.0
778741,-46.68,ALL_CREDITS_PAID_BACK,46.07,1.0
1149248,NO_CHECKING,ALL_CREDITS_PAID_BACK,912.33,1.0
815822,NO_CHECKING,OUTSTANDING_CREDIT,1353.6,2.0
789979,-366.57,ALL_CREDITS_PAID_BACK,44.85,1.0
981288,19.62,PRIOR_PAYMENTS_DELAYED,45.48,2.0
4539,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,873.88,2.0
337590,1955.28,CREDITS_PAID_TO_DATE,164.44,1.0
1301686,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,911.74,2.0
1185488,12309.85,ALL_CREDITS_PAID_BACK,78.66,2.0
707434,0,OUTSTANDING_CREDIT,405.4,1.0
134481,-93.92,ALL_CREDITS_PAID_BACK,18.46,1.0
859043,-1837.28,PRIOR_PAYMENTS_DELAYED,72.89,1.0
1057082,81.7,OUTSTANDING_CREDIT,UNKNOWN,2.0
390531,33.97,OUTSTANDING_CREDIT,150.86,2.0
848688,-118.49,NO_CREDITS,89.86,1.0
598888,-188.14,PRIOR_PAYMENTS_DELAYED,789.12,1.0
1001019,-92.58,CREDITS_PAID_TO_DATE,4.8,1.0
618910,-815.64,ALL_CREDITS_PAID_BACK,49.97,1.0
944171,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,166.52,1.0
1068395,1685.1,OUTSTANDING_CREDIT,612.48,1.0
294509,-80.79,CREDITS_PAID_TO_DATE,20.66,1.0
901467,38.8,ALL_CREDITS_PAID_BACK,984.49,1.0
584948,96.03,CREDITS_PAID_TO_DATE,64.88,1.0
643325,-12.82,CREDITS_PAID_TO_DATE,88.93,2.0
907142,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,594.07,1.0
488654,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,808.64,2.0
1280991,69.73,CREDITS_PAID_TO_DATE,6.38,1.0
1173791,-30.59,ALL_CREDITS_PAID_BACK,17.79,1.0
1056983,-647.47,CREDITS_PAID_TO_DATE,11.49,1.0
84497,-39.19,PRIOR_PAYMENTS_DELAYED,3.65,1.0
308101,NO_CHECKING,OUTSTANDING_CREDIT,711.56,1.0
779004,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
594143,-770.79,ALL_CREDITS_PAID_BACK,20.29,1.0
114535,-369.59,PRIOR_PAYMENTS_DELAYED,62.1,2.0
991883,NO_CHECKING,OUTSTANDING_CREDIT,745.69,2.0
782393,172.25,PRIOR_PAYMENTS_DELAYED,34.29,2.0
128844,NO_CHECKING,ALL_CREDITS_PAID_BACK,445.64,2.0
681086,-224.41,PRIOR_PAYMENTS_DELAYED,20.26,1.0
673033,0,OUTSTANDING_CREDIT,411.12,1.0
