ID,PAYMENT_TERM,INSTALLMENT_PLANS,INSTALLMENT_PERCENT,LOAN_PURPOSE,LOAN_AMOUNT,OTHERS_ON_LOAN,ALLOW
207504,868.0,NONE,4.0,OTHER,5653.0,NONE,0
184421,279.0,STORES,2.0,CAR_NEW,250.0,NONE,1
722591,780.0,NONE,3.0,CAR_NEW,1950.0,NONE,1
469812,620.0,NONE,,FURNITURE,3198.0,NONE,1
810387,682.0,STORES,3.0,FURNITURE,7569.0,NONE,0
478844,1050.0,NONE,4.0,APPLIANCES,3962.0,NONE,0
371927,217.0,NONE,3.0,RETRAINING,4939.0,NONE,1
773770,930.0,NONE,4.0,BUSINESS,4926.0,NONE,1
27372,434.0,NONE,4.0,APPLIANCES,1680.0,NONE,1
1062198,750.0,NONE,5.0,RADIO_TV,6744.0,NONE,0
259752,570.0,BANK,3.0,CAR_USED,3730.0,CO-APPLICANT,1
1202006,,NONE,2.0,APPLIANCES,1770.0,NONE,1
629951,992.0,NONE,4.0,BUSINESS,6303.0,NONE,0
484951,465.0,NONE,3.0,CAR_USED,2473.0,CO-APPLICANT,0
706880,420.0,NONE,3.0,RADIO_TV,1225.0,NONE,0
1020073,1147.0,NONE,4.0,OTHER,6801.0,CO-APPLICANT,0
222324,480.0,NONE,4.0,RADIO_TV,2832.0,NONE,1
913902,372.0,BANK,1.0,FURNITURE,2848.0,NONE,1
958416,570.0,NONE,2.0,VACATION,813.0,NONE,1
156320,990.0,STORES,4.0,OTHER,5853.0,NONE,0
559247,124.0,NONE,2.0,CAR_NEW,250.0,NONE,1
1244836,682.0,BANK,3.0,FURNITURE,3711.0,NONE,1
832689,620.0,BANK,1.0,EDUCATION,250.0,NONE,1
1211472,868.0,STORES,2.0,RETRAINING,3249.0,NONE,1
2893,1050.0,NONE,5.0,APPLIANCES,7138.0,CO-APPLICANT,0
950863,780.0,NONE,3.0,CAR_USED,3778.0,NONE,1
982786,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
293234,1054.0,STORES,3.0,BUSINESS,3198.0,NONE,0
298452,690.0,NONE,3.0,CAR_NEW,4168.0,NONE,0
844996,124.0,NONE,1.0,CAR_NEW,567.0,NONE,1
409758,1080.0,NONE,4.0,APPLIANCES,8614.0,CO-APPLICANT,1
91701,1500.0,NONE,5.0,APPLIANCES,10184.0,CO-APPLICANT,0
971580,840.0,NONE,4.0,RADIO_TV,7546.0,NONE,1
1241072,840.0,NONE,4.0,EDUCATION,5936.0,NONE,1
3412,155.0,NONE,2.0,CAR_NEW,1523.0,NONE,1
765047,372.0,BANK,3.0,VACATION,3189.0,CO-APPLICANT,0
486228,713.0,BANK,2.0,CAR_USED,575.0,NONE,1
1238843,690.0,NONE,3.0,REPAIRS,1659.0,NONE,1
1134311,,STORES,3.0,CAR_USED,1248.0,NONE,1
230022,217.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1244297,390.0,STORES,1.0,CAR_NEW,250.0,NONE,1
778741,360.0,NONE,3.0,EDUCATION,1741.0,NONE,1
1149248,240.0,NONE,3.0,RADIO_TV,288.0,CO-APPLICANT,1
815822,1333.0,STORES,4.0,REPAIRS,7339.0,CO-APPLICANT,0
789979,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
981288,480.0,BANK,3.0,RADIO_TV,3328.0,NONE,0
4539,1209.0,NONE,3.0,REPAIRS,7150.0,CO-APPLICANT,0
337590,750.0,NONE,4.0,CAR_USED,3691.0,NONE,1
1301686,1230.0,NONE,5.0,REPAIRS,4569.0,NONE,0
1185488,775.0,NONE,3.0,RADIO_TV,5492.0,NONE,0
707434,660.0,NONE,3.0,EDUCATION,1846.0,CO-APPLICANT,1
134481,124.0,STORES,1.0,CAR_NEW,250.0,NONE,1
859043,300.0,NONE,3.0,FURNITURE,3368.0,CO-APPLICANT,1
1057082,1085.0,NONE,4.0,REPAIRS,3419.0,NONE,0
390531,690.0,NONE,4.0,FURNITURE,7710.0,NONE,1
848688,155.0,NONE,1.0,EDUCATION,2247.0,NONE,1
598888,240.0,STORES,3.0,CAR_USED,797.0,NONE,1
1001019,750.0,BANK,2.0,CAR_NEW,1186.0,NONE,1
618910,360.0,BANK,2.0,VACATION,250.0,NONE,1
944171,775.0,NONE,4.0,CAR_USED,3723.0,NONE,1
1068395,960.0,NONE,3.0,VACATION,5254.0,NONE,0
294509,570.0,NONE,2.0,CAR_NEW,1190.0,NONE,1
901467,210.0,NONE,2.0,CAR_USED,250.0,NONE,1
584948,589.0,NONE,3.0,CAR_NEW,1796.0,NONE,1
643325,870.0,STORES,3.0,RADIO_TV,4399.0,NONE,1
907142,248.0,STORES,4.0,RADIO_TV,6144.0,NONE,1
488654,1080.0,NONE,5.0,VACATION,7311.0,CO-APPLICANT,0
1280991,540.0,NONE,3.0,CAR_USED,1330.0,NONE,1
1173791,120.0,BANK,2.0,CAR_NEW,250.0,NONE,1
1056983,651.0,STORES,2.0,FURNITURE,1008.0,NONE,0
84497,390.0,NONE,3.0,FURNITURE,690.0,NONE,1
308101,1110.0,NONE,3.0,APPLIANCES,3072.0,NONE,0
779004,900.0,NONE,5.0,REPAIRS,6178.0,CO-APPLICANT,0
594143,120.0,STORES,1.0,CAR_NEW,250.0,NONE,1
114535,837.0,BANK,3.0,RADIO_TV,2344.0,NONE,1
991883,900.0,NONE,5.0,REPAIRS,8382.0,CO-APPLICANT,0
782393,775.0,NONE,2.0,RADIO_TV,4662.0,NONE,0
128844,248.0,NONE,1.0,FURNITURE,2931.0,NONE,1
681086,434.0,NONE,3.0,CAR_NEW,1628.0,NONE,1
673033,990.0,STORES,3.0,VACATION,5012.0,CO-APPLICANT,1
50041,420.0,BANK,4.0,CAR_NEW,2609.0,NONE,1
883458,1426.0,NONE,5.0,RADIO_TV,6806.0,CO-APPLICANT,0
767318,150.0,STORES,1.0,CAR_NEW,480.0,CO-APPLICANT,1
729412,124.0,NONE,2.0,VACATION,1576.0,NONE,1
708177,360.0,NONE,3.0,FURNITURE,997.0,NONE,1
1266831,310.0,NONE,2.0,CAR_NEW,1030.0,NONE,1
1270083,1054.0,STORES,5.0,VACATION,8750.0,CO-APPLICANT,0
175538,300.0,STORES,1.0,CAR_NEW,762.0,NONE,1
84241,600.0,NONE,3.0,RADIO_TV,1023.0,NONE,1
699410,390.0,BANK,2.0,VACATION,250.0,NONE,1
753149,540.0,STORES,1.0,VACATION,293.0,NONE,1
552939,341.0,BANK,3.0,FURNITURE,1480.0,NONE,1
997795,1178.0,STORES,3.0,RADIO_TV,2754.0,NONE,1
323217,300.0,NONE,3.0,CAR_NEW,1693.0,NONE,1
941840,1302.0,NONE,4.0,VACATION,6554.0,CO-APPLICANT,0
44147,899.0,NONE,4.0,APPLIANCES,5220.0,CO-APPLICANT,0
551835,372.0,STORES,2.0,FURNITURE,250.0,NONE,1
1219972,806.0,BANK,3.0,RETRAINING,4580.0,NONE,1
416455,1085.0,NONE,4.0,CAR_USED,4625.0,NONE,0
270077,120.0,BANK,2.0,CAR_NEW,250.0,NONE,1
339372,124.0,STORES,1.0,CAR_USED,619.0,NONE,1
493833,810.0,NONE,4.0,CAR_USED,1571.0,NONE,1
380106,780.0,STORES,2.0,FURNITURE,4417.0,CO-APPLICANT,1
1129047,930.0,NONE,5.0,OTHER,4730.0,CO-APPLICANT,1
1021226,810.0,STORES,5.0,BUSINESS,6520.0,NONE,1
1119846,960.0,NONE,4.0,VACATION,5293.0,NONE,0
439384,155.0,NONE,3.0,CAR_NEW,250.0,NONE,1
681968,1050.0,NONE,5.0,VACATION,6016.0,NONE,1
969739,1054.0,NONE,5.0,REPAIRS,6373.0,CO-APPLICANT,0
248441,1116.0,NONE,5.0,FURNITURE,7339.0,CO-APPLICANT,0
581456,1085.0,NONE,4.0,RADIO_TV,6461.0,CO-APPLICANT,0
1086927,1500.0,NONE,4.0,RETRAINING,8698.0,GUARANTOR,0
861645,120.0,STORES,1.0,CAR_NEW,250.0,NONE,1
537256,1395.0,NONE,5.0,REPAIRS,4134.0,NONE,0
627359,1080.0,NONE,3.0,APPLIANCES,8091.0,NONE,0
613910,124.0,NONE,3.0,VACATION,5813.0,NONE,1
624448,240.0,NONE,3.0,FURNITURE,5361.0,NONE,0
733693,360.0,NONE,3.0,CAR_USED,2487.0,NONE,1
277301,810.0,NONE,4.0,APPLIANCES,7167.0,NONE,0
265910,992.0,BANK,4.0,OTHER,5821.0,NONE,1
376449,465.0,NONE,2.0,FURNITURE,3859.0,NONE,1
362554,1178.0,NONE,4.0,APPLIANCES,6691.0,NONE,1
269870,1050.0,NONE,3.0,FURNITURE,6041.0,NONE,0
333910,1080.0,NONE,5.0,APPLIANCES,7624.0,CO-APPLICANT,1
511768,1020.0,NONE,5.0,APPLIANCES,6894.0,NONE,0
811388,630.0,NONE,3.0,RETRAINING,1914.0,NONE,1
1219908,,BANK,2.0,CAR_USED,1322.0,NONE,1
684755,806.0,NONE,3.0,APPLIANCES,4724.0,NONE,1
628069,1116.0,STORES,4.0,APPLIANCES,8644.0,,0
567687,750.0,NONE,4.0,CAR_USED,6254.0,NONE,0
682004,720.0,NONE,3.0,CAR_USED,4643.0,NONE,1
868996,682.0,BANK,3.0,CAR_USED,4236.0,NONE,1
903501,1050.0,NONE,4.0,APPLIANCES,5829.0,CO-APPLICANT,0
681972,360.0,STORES,2.0,CAR_NEW,250.0,NONE,1
1257468,750.0,STORES,3.0,RADIO_TV,4287.0,NONE,1
1078257,1170.0,NONE,4.0,RADIO_TV,4508.0,NONE,1
669245,300.0,STORES,1.0,CAR_USED,250.0,NONE,1
761769,899.0,STORES,3.0,CAR_USED,4216.0,CO-APPLICANT,0
480161,806.0,NONE,3.0,APPLIANCES,2807.0,NONE,1
110451,930.0,NONE,4.0,FURNITURE,7285.0,CO-APPLICANT,0
800574,240.0,NONE,3.0,CAR_NEW,789.0,NONE,1
657491,300.0,NONE,4.0,VACATION,4647.0,NONE,1
291660,713.0,NONE,4.0,APPLIANCES,3841.0,NONE,1
1088716,120.0,NONE,2.0,FURNITURE,250.0,NONE,1
388138,527.0,NONE,2.0,FURNITURE,626.0,NONE,1
1137206,930.0,BANK,2.0,CAR_USED,5371.0,NONE,0
1262898,868.0,NONE,4.0,CAR_USED,2216.0,NONE,1
278589,540.0,NONE,1.0,CAR_USED,1768.0,NONE,1
703791,1488.0,NONE,5.0,APPLIANCES,6251.0,CO-APPLICANT,0
937975,900.0,STORES,4.0,VACATION,3541.0,NONE,1
654526,1054.0,NONE,3.0,APPLIANCES,4834.0,NONE,0
810778,840.0,NONE,3.0,APPLIANCES,4713.0,NONE,0
428552,270.0,NONE,3.0,FURNITURE,960.0,NONE,1
628013,630.0,NONE,4.0,FURNITURE,4839.0,NONE,1
67028,1364.0,NONE,4.0,APPLIANCES,7532.0,CO-APPLICANT,0
179005,810.0,STORES,3.0,RETRAINING,1527.0,NONE,1
799957,124.0,NONE,2.0,REPAIRS,250.0,NONE,1
796926,210.0,,2.0,VACATION,554.0,NONE,1
863238,589.0,STORES,2.0,CAR_NEW,250.0,NONE,1
77168,1200.0,NONE,5.0,VACATION,5585.0,NONE,1
83927,558.0,NONE,3.0,RADIO_TV,4560.0,NONE,1
391175,1147.0,BANK,3.0,FURNITURE,1975.0,NONE,0
1176928,961.0,NONE,3.0,REPAIRS,2535.0,NONE,1
47720,403.0,NONE,3.0,RADIO_TV,2453.0,NONE,1
1081144,270.0,NONE,2.0,FURNITURE,250.0,NONE,1
458528,279.0,NONE,1.0,CAR_USED,649.0,NONE,1
672586,660.0,STORES,1.0,FURNITURE,250.0,NONE,1
889492,870.0,NONE,4.0,APPLIANCES,2315.0,NONE,1
614778,1054.0,BANK,3.0,APPLIANCES,2660.0,NONE,1
445488,1364.0,NONE,5.0,REPAIRS,10792.0,CO-APPLICANT,0
447661,1140.0,NONE,4.0,OTHER,6830.0,NONE,1
372578,527.0,NONE,2.0,FURNITURE,2083.0,NONE,1
857089,310.0,NONE,4.0,REPAIRS,3959.0,NONE,1
937991,620.0,BANK,4.0,RETRAINING,1856.0,NONE,1
794577,720.0,STORES,2.0,FURNITURE,2601.0,NONE,1
923346,1023.0,NONE,4.0,RETRAINING,5899.0,NONE,1
385515,660.0,BANK,2.0,CAR_NEW,250.0,NONE,1
1032747,961.0,,4.0,APPLIANCES,5590.0,NONE,1
800841,1110.0,STORES,3.0,APPLIANCES,6710.0,NONE,0
1078209,527.0,NONE,4.0,RETRAINING,,NONE,1
1033857,124.0,STORES,1.0,RADIO_TV,250.0,NONE,1
99608,403.0,NONE,4.0,CAR_USED,1506.0,NONE,1
1297945,248.0,NONE,2.0,RETRAINING,3878.0,NONE,1
1153968,1023.0,NONE,5.0,BUSINESS,10525.0,NONE,0
952694,750.0,STORES,2.0,CAR_USED,2694.0,NONE,1
489538,660.0,STORES,1.0,CAR_NEW,250.0,NONE,1
1144091,990.0,NONE,4.0,VACATION,5848.0,GUARANTOR,0
678902,806.0,NONE,3.0,APPLIANCES,4721.0,NONE,1
548944,1620.0,NONE,4.0,EDUCATION,5607.0,NONE,0
143520,840.0,NONE,5.0,BUSINESS,5124.0,NONE,0
277718,527.0,NONE,3.0,RETRAINING,5542.0,NONE,1
374603,300.0,NONE,1.0,FURNITURE,706.0,NONE,1
760160,900.0,NONE,3.0,APPLIANCES,2490.0,NONE,1
1272003,660.0,STORES,1.0,CAR_NEW,592.0,NONE,1
489964,403.0,STORES,2.0,FURNITURE,3030.0,CO-APPLICANT,1
1164980,180.0,NONE,2.0,CAR_NEW,250.0,NONE,1
998400,403.0,STORES,2.0,CAR_USED,818.0,NONE,1
115488,124.0,BANK,1.0,CAR_NEW,250.0,NONE,1
666314,930.0,NONE,4.0,CAR_USED,4071.0,GUARANTOR,1
939352,1050.0,NONE,3.0,BUSINESS,3740.0,NONE,1
1080662,124.0,NONE,1.0,CAR_NEW,250.0,NONE,1
1165292,434.0,NONE,2.0,FURNITURE,250.0,NONE,1
886802,620.0,NONE,4.0,FURNITURE,6168.0,NONE,1
473140,434.0,NONE,4.0,FURNITURE,5071.0,NONE,1
64249,120.0,BANK,2.0,CAR_NEW,250.0,NONE,1
906796,186.0,NONE,3.0,VACATION,6442.0,NONE,1
988053,120.0,NONE,2.0,VACATION,,NONE,1
680698,450.0,NONE,2.0,CAR_NEW,250.0,NONE,0
646959,124.0,NONE,2.0,CAR_NEW,250.0,NONE,1
1103271,124.0,STORES,2.0,EDUCATION,250.0,NONE,1
1110577,527.0,BANK,3.0,CAR_USED,1842.0,NONE,1
60115,330.0,NONE,3.0,FURNITURE,2187.0,NONE,1
481209,744.0,NONE,3.0,RADIO_TV,4295.0,NONE,1
728454,372.0,NONE,1.0,CAR_NEW,3147.0,NONE,1
275901,360.0,BANK,1.0,CAR_NEW,250.0,NONE,1
601670,540.0,NONE,2.0,RADIO_TV,1880.0,NONE,1
410643,961.0,NONE,4.0,APPLIANCES,3201.0,NONE,1
1318378,450.0,NONE,3.0,CAR_USED,4097.0,NONE,1
1302882,124.0,NONE,1.0,CAR_NEW,661.0,NONE,1
368725,780.0,NONE,4.0,RADIO_TV,4798.0,NONE,0
1175629,690.0,NONE,2.0,CAR_NEW,1698.0,NONE,1
312858,775.0,,3.0,RADIO_TV,4531.0,NONE,1
926453,600.0,NONE,3.0,FURNITURE,1699.0,NONE,1
1125065,900.0,NONE,4.0,FURNITURE,4864.0,CO-APPLICANT,0
800010,270.0,STORES,3.0,FURNITURE,250.0,NONE,1
87326,961.0,NONE,3.0,BUSINESS,6811.0,NONE,1
586896,713.0,BANK,3.0,CAR_USED,4257.0,NONE,1
379823,403.0,NONE,3.0,CAR_USED,1241.0,NONE,1
692652,465.0,BANK,3.0,CAR_NEW,2548.0,NONE,1
850192,620.0,NONE,3.0,FURNITURE,3713.0,NONE,1
1106113,750.0,NONE,4.0,CAR_USED,4887.0,NONE,0
666767,775.0,NONE,3.0,APPLIANCES,5049.0,NONE,1
809506,240.0,BANK,3.0,CAR_USED,2225.0,NONE,1
1063228,1085.0,NONE,4.0,APPLIANCES,5177.0,NONE,0
1213775,570.0,STORES,4.0,FURNITURE,6607.0,NONE,0
381559,1320.0,NONE,4.0,REPAIRS,8392.0,CO-APPLICANT,1
1234835,240.0,NONE,2.0,REPAIRS,938.0,CO-APPLICANT,0
228916,180.0,NONE,2.0,CAR_NEW,250.0,NONE,1
1059993,806.0,NONE,5.0,FURNITURE,10269.0,CO-APPLICANT,0
50430,682.0,NONE,3.0,RADIO_TV,2783.0,NONE,1
430323,810.0,NONE,4.0,RADIO_TV,4754.0,NONE,1
141138,630.0,NONE,4.0,RADIO_TV,6826.0,NONE,1
923642,248.0,NONE,3.0,RADIO_TV,1160.0,NONE,0
1283331,682.0,STORES,2.0,CAR_USED,250.0,NONE,0
875332,570.0,NONE,2.0,FURNITURE,4905.0,NONE,1
1291443,465.0,STORES,3.0,FURNITURE,1931.0,NONE,1
698664,930.0,BANK,3.0,FURNITURE,4380.0,NONE,1
948337,186.0,NONE,3.0,EDUCATION,2267.0,NONE,1
760116,713.0,NONE,3.0,CAR_USED,1968.0,NONE,1
824277,660.0,NONE,3.0,CAR_NEW,2830.0,NONE,1
259853,1085.0,NONE,3.0,APPLIANCES,5839.0,GUARANTOR,0
562725,1110.0,NONE,3.0,FURNITURE,6633.0,NONE,0
1031572,540.0,BANK,2.0,RADIO_TV,2618.0,NONE,1
48652,713.0,NONE,4.0,FURNITURE,3786.0,GUARANTOR,1
760963,837.0,NONE,4.0,FURNITURE,6758.0,CO-APPLICANT,0
332259,600.0,STORES,2.0,FURNITURE,4293.0,NONE,0
1281972,630.0,NONE,1.0,,2219.0,NONE,1
73000,1240.0,NONE,5.0,APPLIANCES,7301.0,CO-APPLICANT,0
1120414,806.0,NONE,5.0,CAR_USED,5211.0,NONE,0
1015213,372.0,STORES,1.0,CAR_NEW,250.0,NONE,1
614966,465.0,NONE,3.0,RADIO_TV,4371.0,NONE,0
1051392,1080.0,STORES,4.0,APPLIANCES,2434.0,NONE,0
754428,248.0,NONE,2.0,APPLIANCES,250.0,NONE,1
737532,660.0,NONE,4.0,RADIO_TV,3855.0,NONE,0
258075,120.0,BANK,1.0,CAR_NEW,2761.0,NONE,1
708673,120.0,NONE,1.0,REPAIRS,1464.0,NONE,1
879447,1271.0,NONE,5.0,OTHER,8329.0,CO-APPLICANT,0
491155,390.0,STORES,1.0,FURNITURE,4511.0,NONE,1
861452,120.0,NONE,3.0,FURNITURE,250.0,NONE,1
419533,1085.0,NONE,4.0,APPLIANCES,6651.0,NONE,0
701581,1178.0,NONE,6.0,OTHER,7905.0,CO-APPLICANT,0
574588,330.0,BANK,2.0,CAR_NEW,250.0,NONE,1
1076168,682.0,NONE,3.0,FURNITURE,4519.0,NONE,1
928047,744.0,NONE,4.0,EDUCATION,8247.0,NONE,0
153621,310.0,NONE,2.0,CAR_NEW,250.0,NONE,1
441952,420.0,STORES,2.0,FURNITURE,2410.0,NONE,1
647672,1116.0,STORES,5.0,RADIO_TV,6040.0,CO-APPLICANT,0
143116,341.0,STORES,2.0,VACATION,598.0,CO-APPLICANT,1
822959,868.0,NONE,5.0,APPLIANCES,6143.0,NONE,0
592098,186.0,NONE,3.0,CAR_NEW,1773.0,NONE,1
1142868,930.0,NONE,4.0,RADIO_TV,5945.0,NONE,1
1124154,120.0,NONE,2.0,CAR_NEW,963.0,NONE,1
141711,630.0,NONE,4.0,CAR_USED,5912.0,CO-APPLICANT,0
1201515,450.0,NONE,3.0,FURNITURE,1513.0,NONE,0
165055,,NONE,2.0,CAR_USED,250.0,NONE,1
566136,720.0,NONE,3.0,RADIO_TV,5526.0,CO-APPLICANT,0
1313454,496.0,NONE,2.0,CAR_NEW,1387.0,NONE,1
914650,780.0,NONE,3.0,RADIO_TV,6955.0,NONE,0
464235,1302.0,NONE,5.0,OTHER,6762.0,NONE,1
525217,310.0,NONE,3.0,CAR_USED,1665.0,NONE,1
347495,465.0,STORES,3.0,REPAIRS,2152.0,NONE,1
535129,480.0,NONE,3.0,CAR_NEW,2337.0,NONE,0
997102,330.0,STORES,2.0,RADIO_TV,250.0,NONE,1
465569,372.0,STORES,2.0,RADIO_TV,288.0,NONE,1
1149486,341.0,NONE,3.0,CAR_NEW,1729.0,CO-APPLICANT,0
299615,210.0,NONE,2.0,CAR_NEW,250.0,NONE,1
456916,310.0,BANK,2.0,APPLIANCES,2296.0,NONE,1
998753,270.0,NONE,3.0,CAR_NEW,3005.0,NONE,1
62880,810.0,STORES,5.0,FURNITURE,7158.0,NONE,1
667214,840.0,STORES,3.0,APPLIANCES,8867.0,NONE,1
1292097,403.0,STORES,2.0,CAR_NEW,1920.0,NONE,1
982509,750.0,STORES,3.0,RADIO_TV,5137.0,NONE,0
1023444,480.0,NONE,3.0,CAR_NEW,3203.0,NONE,1
112350,120.0,NONE,2.0,EDUCATION,250.0,NONE,1
14715,690.0,NONE,4.0,CAR_USED,2963.0,NONE,0
1133592,837.0,NONE,4.0,CAR_USED,3081.0,NONE,0
320655,840.0,NONE,3.0,RADIO_TV,4153.0,NONE,1
1013426,527.0,NONE,3.0,RADIO_TV,250.0,NONE,1
790974,961.0,STORES,3.0,RADIO_TV,250.0,NONE,0
277004,930.0,NONE,5.0,APPLIANCES,8293.0,CO-APPLICANT,0
1163199,1410.0,NONE,4.0,RADIO_TV,7388.0,CO-APPLICANT,0
857240,1080.0,STORES,4.0,VACATION,6203.0,CO-APPLICANT,0
703438,180.0,STORES,2.0,CAR_NEW,250.0,NONE,1
986626,744.0,NONE,4.0,BUSINESS,4956.0,NONE,1
904177,1209.0,NONE,5.0,OTHER,3922.0,NONE,0
580610,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
558429,310.0,NONE,3.0,VACATION,1487.0,NONE,1
912302,1050.0,BANK,4.0,CAR_USED,3346.0,NONE,1
783652,450.0,NONE,3.0,RADIO_TV,3576.0,NONE,1
531042,124.0,NONE,2.0,CAR_NEW,1711.0,NONE,1
999721,1230.0,NONE,5.0,OTHER,6510.0,CO-APPLICANT,0
50395,480.0,STORES,1.0,FURNITURE,1524.0,NONE,1
215686,558.0,BANK,3.0,FURNITURE,3182.0,NONE,1
132455,270.0,NONE,2.0,CAR_USED,250.0,NONE,1
928556,372.0,NONE,3.0,APPLIANCES,2148.0,NONE,1
914833,496.0,BANK,3.0,RADIO_TV,4029.0,NONE,1
733312,570.0,NONE,3.0,RETRAINING,4204.0,NONE,1
467179,720.0,NONE,3.0,RADIO_TV,2257.0,NONE,1
1128767,630.0,NONE,3.0,EDUCATION,6041.0,NONE,1
1309747,558.0,STORES,1.0,RADIO_TV,250.0,NONE,1
1187867,390.0,STORES,1.0,CAR_NEW,4243.0,NONE,0
636727,540.0,NONE,2.0,FURNITURE,672.0,NONE,1
132351,930.0,NONE,4.0,VACATION,5622.0,NONE,1
985681,589.0,NONE,2.0,FURNITURE,4832.0,NONE,1
603648,1140.0,NONE,4.0,FURNITURE,2716.0,NONE,0
135146,840.0,STORES,4.0,APPLIANCES,6893.0,NONE,0
48180,434.0,NONE,3.0,FURNITURE,1697.0,NONE,1
653288,600.0,NONE,4.0,CAR_USED,5844.0,NONE,1
280066,124.0,NONE,2.0,CAR_USED,3365.0,CO-APPLICANT,1
1032146,589.0,STORES,3.0,,6343.0,NONE,1
628090,620.0,BANK,2.0,RADIO_TV,2693.0,NONE,1
71180,870.0,NONE,5.0,CAR_USED,8862.0,CO-APPLICANT,0
1266348,775.0,NONE,5.0,FURNITURE,7195.0,CO-APPLICANT,0
1240094,248.0,STORES,2.0,FURNITURE,2195.0,NONE,0
1002736,930.0,NONE,4.0,RADIO_TV,6657.0,NONE,1
954396,620.0,STORES,2.0,RETRAINING,4683.0,NONE,1
941310,480.0,NONE,3.0,RADIO_TV,4626.0,NONE,0
790785,480.0,STORES,2.0,RADIO_TV,250.0,NONE,1
871506,600.0,NONE,2.0,RADIO_TV,4572.0,NONE,1
1230810,540.0,NONE,3.0,FURNITURE,2273.0,CO-APPLICANT,1
948506,450.0,STORES,2.0,CAR_NEW,881.0,NONE,1
1111476,840.0,NONE,4.0,APPLIANCES,5424.0,NONE,1
902127,1116.0,STORES,3.0,RADIO_TV,2491.0,NONE,1
137551,240.0,STORES,1.0,CAR_NEW,250.0,NONE,1
1264715,1116.0,NONE,4.0,FURNITURE,6279.0,NONE,0
132082,150.0,NONE,3.0,CAR_NEW,1152.0,NONE,1
368521,372.0,NONE,2.0,CAR_USED,1097.0,NONE,0
1136526,180.0,NONE,1.0,CAR_USED,250.0,NONE,1
628353,465.0,NONE,3.0,RADIO_TV,904.0,NONE,1
860413,713.0,STORES,2.0,RADIO_TV,1908.0,NONE,0
315103,420.0,NONE,2.0,VACATION,1995.0,NONE,1
834352,930.0,NONE,4.0,APPLIANCES,8001.0,CO-APPLICANT,0
1236133,682.0,NONE,4.0,RADIO_TV,3671.0,CO-APPLICANT,0
264652,1050.0,STORES,2.0,EDUCATION,467.0,CO-APPLICANT,1
1056283,310.0,NONE,2.0,CAR_NEW,2167.0,NONE,1
657733,240.0,NONE,1.0,VACATION,1455.0,NONE,1
1072000,720.0,STORES,3.0,CAR_USED,1860.0,NONE,0
475708,240.0,NONE,4.0,FURNITURE,5504.0,NONE,1
728146,496.0,NONE,3.0,FURNITURE,250.0,NONE,1
798307,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
374561,840.0,NONE,3.0,RADIO_TV,675.0,NONE,0
852654,810.0,NONE,4.0,FURNITURE,4142.0,NONE,1
1271896,1085.0,NONE,3.0,APPLIANCES,5232.0,NONE,0
783074,480.0,NONE,3.0,CAR_USED,3963.0,NONE,1
511538,1023.0,STORES,5.0,RADIO_TV,5774.0,NONE,1
287839,1020.0,NONE,5.0,RADIO_TV,7062.0,CO-APPLICANT,0
737474,310.0,NONE,2.0,CAR_USED,2141.0,NONE,1
764025,660.0,NONE,3.0,CAR_USED,6289.0,NONE,0
1270774,248.0,NONE,3.0,CAR_USED,376.0,NONE,1
1194560,540.0,NONE,3.0,CAR_USED,945.0,NONE,1
353836,120.0,STORES,1.0,CAR_NEW,250.0,NONE,1
125897,180.0,STORES,2.0,EDUCATION,250.0,NONE,1
609317,279.0,NONE,2.0,CAR_NEW,2978.0,NONE,1
689526,868.0,NONE,4.0,CAR_USED,7769.0,NONE,0
696450,1260.0,BANK,3.0,APPLIANCES,2760.0,NONE,0
199683,930.0,NONE,3.0,EDUCATION,1286.0,NONE,0
591797,540.0,NONE,3.0,CAR_NEW,5601.0,NONE,0
657459,744.0,NONE,4.0,RADIO_TV,6159.0,NONE,0
63177,930.0,NONE,3.0,FURNITURE,5702.0,NONE,0
205454,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1
1278431,960.0,BANK,2.0,APPLIANCES,3281.0,NONE,1
1081135,870.0,NONE,4.0,CAR_USED,3368.0,NONE,1
98102,960.0,BANK,4.0,BUSINESS,4313.0,NONE,1
902805,434.0,NONE,3.0,FURNITURE,250.0,NONE,1
833202,744.0,NONE,3.0,FURNITURE,7028.0,NONE,0
593985,480.0,NONE,3.0,VACATION,250.0,NONE,1
535412,1116.0,NONE,4.0,APPLIANCES,5363.0,NONE,0
661933,1364.0,NONE,4.0,REPAIRS,6049.0,CO-APPLICANT,0
369735,240.0,NONE,1.0,CAR_USED,250.0,NONE,1
325923,420.0,NONE,3.0,FURNITURE,5834.0,NONE,0
148042,300.0,STORES,1.0,CAR_NEW,1000.0,NONE,1
540767,1050.0,NONE,5.0,FURNITURE,6259.0,CO-APPLICANT,0
487715,713.0,STORES,4.0,FURNITURE,2713.0,NONE,0
722673,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1
208670,840.0,NONE,3.0,FURNITURE,3416.0,NONE,0
519267,1023.0,NONE,5.0,APPLIANCES,8187.0,CO-APPLICANT,0
